ID,c,r_c,r_t,M_V,m_tot,M_bol,M_U,M_B,M_R,M_I,M_J,M_H,M_Ks
1153,2.46,0.37,106.16,-7.111,111280.44,-7.672,-6.326,-6.375,-7.599,-8.086,-8.747,-9.254,-9.345
1154,1.73,3.29,175.0,-6.865,86675.27,-7.415,-6.103,-6.145,-7.346,-7.826,-8.476,-8.972,-9.058
1155,0.97,18.54,175.0,-7.945,233442.33,-8.502,-7.181,-7.222,-8.422,-8.901,-9.56,-10.064,-10.151
1156,1.99,1.47,142.34,-6.32,53284.31,-6.864,-5.574,-5.608,-6.795,-7.272,-7.92,-8.411,-8.499
1157,1.11,13.01,166.87,-6.474,65899.89,-7.018,-5.733,-5.764,-6.948,-7.424,-8.07,-8.558,-8.646
1158,0.55,9.66,34.34,-2.193,1221.69,-2.695,-1.55,-1.54,-2.634,-3.081,-3.68,-4.127,-4.208
1159,1.7,2.45,123.34,-4.689,10756.41,-5.266,-3.857,-3.93,-5.189,-5.688,-6.371,-6.895,-6.985
1160,1.0,17.45,175.0,-7.498,159746.12,-8.051,-6.779,-6.798,-7.971,-8.442,-9.09,-9.587,-9.676
1161,1.97,1.83,170.4,-8.718,473035.84,-9.29,-7.954,-7.994,-9.2,-9.685,-10.346,-10.853,-10.939
1162,1.8,2.79,175.0,-6.717,78331.7,-7.289,-6.022,-6.025,-7.184,-7.656,-8.297,-8.784,-8.871
1163,1.05,2.85,31.8,-2.084,1129.62,-2.644,-1.281,-1.338,-2.573,-3.062,-3.727,-4.234,-4.323
1164,1.17,7.12,105.89,-3.178,3165.75,-3.705,-2.467,-2.485,-3.641,-4.107,-4.737,-5.211,-5.296
1165,0.81,26.95,175.0,-8.657,450831.03,-9.213,-7.9,-7.94,-9.135,-9.617,-10.275,-10.779,-10.865
1166,2.35,0.42,94.6,-4.933,15048.22,-5.48,-4.16,-4.209,-5.413,-5.893,-6.547,-7.042,-7.13
1167,0.75,8.09,45.17,-2.505,1841.13,-3.021,-1.824,-1.83,-2.958,-3.416,-4.032,-4.493,-4.578
1168,1.09,12.35,153.33,-7.58,170185.19,-8.146,-6.793,-6.843,-8.07,-8.555,-9.225,-9.738,-9.829
1169,0.71,34.25,175.0,-9.86,1457691.25,-10.401,-9.121,-9.15,-10.326,-10.795,-11.437,-11.933,-12.013
1170,1.59,4.53,175.0,-9.756,1318359.12,-10.296,-9.024,-9.051,-10.221,-10.688,-11.327,-11.819,-11.899
1171,1.93,2.03,175.0,-8.37,347747.62,-8.922,-7.614,-7.652,-8.846,-9.325,-9.981,-10.477,-10.563
1172,1.49,4.2,130.84,-7.094,110555.63,-7.643,-6.333,-6.372,-7.574,-8.054,-8.703,-9.198,-9.287
1173,1.72,2.35,123.67,-7.779,205741.17,-8.33,-7.033,-7.067,-8.253,-8.727,-9.378,-9.876,-9.965
1174,1.28,4.62,87.15,-5.668,27089.26,-6.236,-4.853,-4.918,-6.162,-6.656,-7.33,-7.845,-7.935
1175,2.44,0.12,33.77,-3.472,3487.85,-4.093,-2.554,-2.658,-4.002,-4.526,-5.247,-5.803,-5.898
1176,0.7,22.2,110.71,-3.841,5326.62,-4.402,-3.021,-3.085,-4.335,-4.828,-5.496,-6.004,-6.092
1177,2.32,0.83,175.0,-6.441,54277.97,-7.017,-5.622,-5.689,-6.939,-7.435,-8.115,-8.636,-8.727
1178,1.19,6.79,105.77,-3.186,3016.81,-3.711,-2.463,-2.484,-3.652,-4.12,-4.75,-5.222,-5.306
1179,1.1,6.27,79.58,-4.326,9500.63,-4.894,-3.549,-3.589,-4.816,-5.306,-5.975,-6.485,-6.575
1180,1.07,14.86,175.0,-9.212,763725.5,-9.766,-8.47,-8.502,-9.686,-10.16,-10.806,-11.305,-11.388
1181,1.04,2.73,29.94,-2.441,1566.33,-2.947,-1.772,-1.773,-2.89,-3.342,-3.95,-4.401,-4.483
1182,0.9,21.95,175.0,-9.723,1254858.5,-10.27,-8.969,-9.005,-10.194,-10.666,-11.314,-11.813,-11.894
1183,1.88,1.57,119.48,-4.677,12458.15,-5.199,-3.975,-3.989,-5.136,-5.599,-6.224,-6.692,-6.777
1184,2.0,0.2,20.02,-2.292,1528.88,-2.778,-1.703,-1.671,-2.717,-3.149,-3.723,-4.147,-4.226
1185,0.9,22.11,175.0,-7.956,247586.17,-8.505,-7.19,-7.23,-8.434,-8.914,-9.572,-10.075,-10.162
1186,1.62,1.81,75.81,-3.21,3055.12,-3.775,-2.377,-2.445,-3.707,-4.202,-4.874,-5.384,-5.474
1187,0.62,41.6,175.0,-6.531,65700.52,-7.073,-5.79,-5.822,-7.005,-7.48,-8.125,-8.612,-8.699
1188,2.3,0.89,175.0,-4.566,13617.83,-5.072,-3.943,-3.919,-5.006,-5.451,-6.047,-6.49,-6.573
1189,1.52,2.47,82.77,-3.003,2640.86,-3.507,-2.338,-2.343,-3.449,-3.899,-4.504,-4.955,-5.037
1190,0.97,2.31,21.48,-2.051,1190.03,-2.555,-1.394,-1.395,-2.495,-2.944,-3.546,-3.993,-4.076
1191,1.64,3.98,175.0,-9.255,815860.44,-9.803,-8.504,-8.54,-9.73,-10.204,-10.85,-11.346,-11.428
1192,1.08,14.61,175.0,-9.919,1533268.5,-10.461,-9.192,-9.216,-10.381,-10.848,-11.489,-11.984,-12.064
1193,1.36,6.77,153.56,-5.388,24154.06,-5.95,-4.627,-4.661,-5.873,-6.359,-7.023,-7.529,-7.618
1194,1.12,7.31,95.71,-5.384,22236.04,-5.957,-4.566,-4.629,-5.882,-6.378,-7.056,-7.573,-7.664
1195,0.66,13.83,63.24,-3.048,2917.2,-3.576,-2.322,-2.351,-3.512,-3.98,-4.611,-5.086,-5.173
1196,1.75,0.86,48.36,-2.506,2106.42,-3.011,-1.888,-1.854,-2.948,-3.394,-3.989,-4.429,-4.512
1197,1.21,10.84,175.0,-6.287,52725.2,-6.882,-5.596,-5.593,-6.759,-7.235,-7.888,-8.388,-8.476
1198,0.92,21.25,175.0,-5.479,25675.03,-6.044,-4.706,-4.748,-5.966,-6.454,-7.121,-7.631,-7.721
1199,2.35,0.25,55.05,-3.312,3468.58,-3.815,-2.655,-2.655,-3.756,-4.205,-4.808,-5.258,-5.34
1200,2.36,0.77,175.0,-6.918,96984.77,-7.459,-6.183,-6.21,-7.391,-7.865,-8.505,-8.992,-9.08
1201,0.89,22.46,175.0,-6.689,67471.74,-7.27,-5.861,-5.931,-7.19,-7.691,-8.374,-8.9,-8.991
1202,0.82,26.62,175.0,-6.481,64038.85,-7.03,-5.723,-5.759,-6.96,-7.44,-8.093,-8.586,-8.675
1203,1.03,2.65,28.42,-2.815,2627.64,-3.318,-2.191,-2.162,-3.256,-3.702,-4.297,-4.737,-4.819
1204,2.1,0.35,43.91,-4.499,9434.15,-5.101,-3.635,-3.717,-5.014,-5.526,-6.23,-6.772,-6.865
1205,1.9,0.77,60.79,-2.475,1746.88,-2.96,-1.884,-1.857,-2.898,-3.329,-3.904,-4.329,-4.408
1206,0.83,25.87,175.0,-6.747,79951.55,-7.299,-5.979,-6.021,-7.228,-7.711,-8.365,-8.863,-8.952
1207,2.02,0.8,84.78,-2.561,2161.94,-3.084,-1.89,-1.878,-3.018,-3.478,-4.096,-4.559,-4.644
1208,0.64,39.96,175.0,-8.913,578074.06,-9.473,-8.154,-8.193,-9.392,-9.875,-10.529,-11.032,-11.117
1209,2.34,0.59,127.45,-4.112,7635.03,-4.659,-3.377,-3.4,-4.587,-5.064,-5.712,-6.205,-6.293
1210,1.11,13.53,175.0,-9.608,1154059.75,-10.154,-8.876,-8.902,-10.076,-10.543,-11.181,-11.673,-11.753
1211,1.61,4.29,175.0,-7.997,251551.69,-8.545,-7.222,-7.268,-8.475,-8.956,-9.614,-10.117,-10.204
1212,1.95,1.95,175.0,-5.469,23640.75,-6.034,-4.68,-4.732,-5.959,-6.45,-7.119,-7.631,-7.72
1213,1.73,3.28,175.0,-9.081,678407.5,-9.637,-8.326,-8.363,-9.558,-10.038,-10.686,-11.185,-11.269
1214,2.19,1.12,175.0,-7.873,211380.06,-8.438,-7.066,-7.127,-8.361,-8.85,-9.521,-10.035,-10.124
1215,1.01,17.07,175.0,-5.447,21778.26,-6.022,-4.624,-4.694,-5.944,-6.441,-7.122,-7.644,-7.734
1216,1.94,2.01,175.0,-7.47,157771.97,-8.02,-6.71,-6.748,-7.95,-8.426,-9.079,-9.577,-9.665
1217,1.68,3.66,175.0,-5.561,27047.31,-6.117,-4.804,-4.841,-6.041,-6.524,-7.183,-7.686,-7.775
1218,0.7,35.13,175.0,-8.033,260356.91,-8.577,-7.272,-7.311,-8.508,-8.985,-9.639,-10.137,-10.223
1219,0.51,54.53,175.0,-7.74,193339.91,-8.294,-6.959,-7.008,-8.223,-8.704,-9.363,-9.867,-9.957
1220,1.6,4.24,169.94,-5.171,19297.55,-5.705,-4.445,-4.471,-5.638,-6.108,-6.745,-7.226,-7.312
1221,1.73,0.94,50.44,-3.721,5141.74,-4.237,-3.035,-3.047,-4.174,-4.632,-5.249,-5.712,-5.796
1222,1.87,0.4,29.48,-2.302,1406.1,-2.86,-1.51,-1.56,-2.79,-3.277,-3.94,-4.443,-4.532
1223,1.12,2.73,35.97,-2.035,1105.57,-2.539,-1.389,-1.385,-2.476,-2.922,-3.523,-3.972,-4.054
1224,0.7,35.02,175.0,-9.692,1218995.0,-10.239,-8.948,-8.981,-10.162,-10.632,-11.277,-11.775,-11.856
1225,1.7,1.58,79.41,-2.8,2657.2,-3.304,-2.176,-2.15,-3.241,-3.686,-4.282,-4.725,-4.808
1226,0.96,3.7,34.06,-3.59,5125.7,-4.095,-2.955,-2.936,-4.033,-4.48,-5.078,-5.523,-5.605
1227,1.66,3.87,175.0,-7.231,125017.1,-7.787,-6.464,-6.506,-7.714,-8.196,-8.852,-9.354,-9.444
1228,1.87,1.92,142.62,-8.068,265705.62,-8.624,-7.314,-7.348,-8.543,-9.021,-9.676,-10.177,-10.264
1229,2.37,0.74,175.0,-7.819,217729.81,-8.362,-7.062,-7.099,-8.294,-8.769,-9.42,-9.918,-10.006
1230,1.02,16.05,169.45,-7.816,218209.22,-8.366,-7.047,-7.089,-8.296,-8.775,-9.432,-9.935,-10.024
1231,1.21,4.08,65.74,-2.734,1950.1,-3.251,-2.039,-2.05,-3.191,-3.651,-4.272,-4.737,-4.821
1232,1.08,14.42,175.0,-9.349,894254.06,-9.897,-8.589,-8.628,-9.827,-10.302,-10.951,-11.452,-11.534
1233,2.29,0.62,120.51,-5.996,42522.73,-6.611,-5.342,-5.315,-6.459,-6.928,-7.569,-8.056,-8.144
1234,0.99,6.93,68.51,-5.86,36036.77,-6.413,-5.107,-5.143,-6.34,-6.821,-7.477,-7.977,-8.065
1235,1.06,14.45,166.5,-5.57,27952.28,-6.107,-4.838,-4.866,-6.04,-6.512,-7.153,-7.637,-7.724
1236,0.93,20.71,175.0,-6.792,84426.7,-7.346,-6.028,-6.067,-7.273,-7.756,-8.411,-8.911,-9.0
1237,0.97,4.04,37.71,-4.059,6814.53,-4.578,-3.355,-3.373,-4.518,-4.979,-5.602,-6.068,-6.152
1238,0.58,46.06,175.0,-6.749,77202.54,-7.336,-6.022,-6.038,-7.226,-7.706,-8.358,-8.855,-8.944
1239,1.52,5.3,175.0,-9.106,720552.69,-9.653,-8.371,-8.4,-9.577,-10.051,-10.691,-11.185,-11.267
1240,1.95,1.97,175.0,-6.256,51163.3,-6.805,-5.489,-5.531,-6.736,-7.217,-7.871,-8.365,-8.453
1241,0.73,26.59,144.42,-7.926,230142.64,-8.487,-7.193,-7.22,-8.398,-8.873,-9.527,-10.03,-10.117
1242,1.25,4.21,73.98,-5.845,37350.11,-6.373,-5.153,-5.165,-6.304,-6.767,-7.395,-7.869,-7.955
1243,1.58,4.63,175.0,-7.654,176849.36,-8.217,-6.899,-6.934,-8.132,-8.61,-9.264,-9.765,-9.853
1244,1.67,1.87,88.38,-3.108,2960.1,-3.662,-2.326,-2.373,-3.593,-4.077,-4.735,-5.234,-5.323
1245,2.41,0.25,63.2,-3.332,3391.85,-3.909,-2.487,-2.561,-3.835,-4.335,-5.016,-5.537,-5.628
1246,0.86,6.84,49.86,-2.715,1799.13,-3.269,-1.895,-1.965,-3.204,-3.693,-4.358,-4.862,-4.95
1247,1.55,4.95,175.0,-7.581,167966.19,-8.137,-6.808,-6.853,-8.064,-8.543,-9.2,-9.704,-9.792
1248,1.71,3.43,175.0,-7.498,162645.61,-8.047,-6.741,-6.777,-7.977,-8.452,-9.104,-9.602,-9.691
1249,1.76,3.01,175.0,-6.432,57809.81,-6.996,-5.636,-5.691,-6.922,-7.412,-8.08,-8.588,-8.678
1250,1.82,2.39,159.24,-7.005,102839.85,-7.563,-6.236,-6.278,-7.489,-7.974,-8.63,-9.133,-9.223
1251,2.14,1.27,175.0,-6.744,81049.53,-7.302,-5.973,-6.015,-7.228,-7.714,-8.373,-8.876,-8.965
1252,1.92,2.11,175.0,-7.903,212824.34,-8.469,-7.118,-7.17,-8.387,-8.873,-9.542,-10.056,-10.144
1253,1.06,15.09,175.0,-8.323,335595.25,-8.865,-7.567,-7.607,-8.796,-9.273,-9.924,-10.416,-10.502
1254,0.61,14.18,57.59,-4.029,6361.68,-4.625,-3.159,-3.243,-4.543,-5.053,-5.753,-6.29,-6.383
1255,1.59,4.47,175.0,-7.798,209692.05,-8.355,-7.05,-7.082,-8.274,-8.751,-9.405,-9.907,-9.996
1256,1.66,3.19,147.27,-4.635,11360.7,-5.199,-3.832,-3.886,-5.127,-5.618,-6.287,-6.797,-6.887
1257,0.9,14.14,112.46,-7.495,146511.75,-8.069,-6.72,-6.764,-7.982,-8.466,-9.131,-9.642,-9.731
1258,1.62,4.2,175.0,-8.018,254973.91,-8.561,-7.252,-7.294,-8.493,-8.97,-9.623,-10.122,-10.208
1259,2.44,0.53,146.19,-7.673,178188.34,-8.239,-6.91,-6.951,-8.156,-8.637,-9.299,-9.808,-9.898
1260,1.95,0.54,48.97,-3.639,4945.71,-4.225,-2.811,-2.876,-4.142,-4.645,-5.332,-5.859,-5.952
1261,1.88,2.33,175.0,-9.435,977939.75,-9.989,-8.704,-8.728,-9.906,-10.374,-11.015,-11.508,-11.589
1262,1.08,9.09,108.59,-4.934,15373.69,-5.478,-4.203,-4.23,-5.406,-5.881,-6.527,-7.019,-7.106
1263,1.62,0.93,39.01,-2.531,1781.72,-3.09,-1.735,-1.784,-3.021,-3.509,-4.173,-4.676,-4.765
1264,1.24,10.07,175.0,-7.454,157779.17,-8.0,-6.704,-6.737,-7.93,-8.404,-9.051,-9.544,-9.632
1265,1.08,3.89,46.75,-2.947,2422.78,-3.493,-2.177,-2.218,-3.428,-3.909,-4.561,-5.055,-5.142
1266,1.89,2.26,175.0,-7.929,236199.12,-8.481,-7.156,-7.199,-8.409,-8.89,-9.551,-10.056,-10.144
1267,1.28,9.1,175.0,-6.015,40553.53,-6.577,-5.242,-5.286,-6.501,-6.988,-7.652,-8.16,-8.249
1268,1.95,0.86,77.35,-2.053,1117.27,-2.619,-1.226,-1.293,-2.549,-3.043,-3.716,-4.227,-4.317
1269,0.68,36.66,175.0,-8.483,390822.06,-9.038,-7.706,-7.754,-8.965,-9.449,-10.112,-10.617,-10.704
1270,0.79,3.3,20.17,-2.673,1805.97,-3.166,-2.038,-2.033,-3.108,-3.549,-4.14,-4.579,-4.658
1271,1.09,8.59,105.16,-5.389,23416.63,-5.951,-4.611,-4.657,-5.875,-6.363,-7.028,-7.537,-7.626
1272,0.83,26.1,175.0,-6.238,46169.64,-6.806,-5.43,-5.494,-6.731,-7.223,-7.896,-8.41,-8.5
1273,0.54,50.98,175.0,-8.336,327399.56,-8.896,-7.536,-7.594,-8.823,-9.312,-9.983,-10.496,-10.583
1274,1.14,12.78,175.0,-5.652,29540.18,-6.181,-4.933,-4.954,-6.118,-6.586,-7.217,-7.692,-7.777
1275,1.89,0.89,69.51,-2.998,2630.79,-3.534,-2.279,-2.301,-3.465,-3.935,-4.572,-5.055,-5.141
1276,1.35,7.8,175.0,-7.566,165381.67,-8.127,-6.78,-6.83,-8.054,-8.537,-9.201,-9.71,-9.8
1277,1.9,2.18,175.0,-5.568,27417.08,-6.109,-4.823,-4.857,-6.041,-6.516,-7.161,-7.649,-7.736
1278,1.21,10.71,175.0,-7.445,147070.31,-8.013,-6.7,-6.729,-7.923,-8.399,-9.051,-9.55,-9.639
1279,1.15,6.93,98.32,-3.81,5295.15,-4.411,-2.977,-3.041,-4.32,-4.829,-5.53,-6.071,-6.164
1280,1.31,8.62,175.0,-9.126,717438.5,-9.682,-8.384,-8.415,-9.6,-10.076,-10.721,-11.217,-11.3
1281,1.54,3.75,128.78,-6.02,41830.89,-6.57,-5.262,-5.299,-6.5,-6.981,-7.634,-8.131,-8.219
1282,2.35,0.78,175.0,-5.968,39338.66,-6.517,-5.21,-5.248,-6.447,-6.927,-7.58,-8.076,-8.164
1283,1.87,2.35,175.0,-7.115,104487.05,-7.681,-6.308,-6.37,-7.607,-8.098,-8.765,-9.278,-9.368
1284,1.19,11.39,175.0,-6.918,86459.28,-7.494,-6.174,-6.203,-7.397,-7.879,-8.534,-9.037,-9.125
1285,1.62,1.98,83.21,-5.369,25727.86,-5.893,-4.685,-4.691,-5.826,-6.287,-6.909,-7.377,-7.462
1286,0.51,21.44,69.6,-3.594,4507.57,-4.173,-2.746,-2.823,-4.099,-4.599,-5.282,-5.801,-5.892
1287,1.58,1.74,66.03,-4.304,9687.22,-4.816,-3.643,-3.635,-4.754,-5.207,-5.817,-6.271,-6.354
1288,0.93,13.08,110.67,-6.64,69699.85,-7.199,-5.856,-5.907,-7.126,-7.613,-8.275,-8.78,-8.869
1289,2.0,1.76,175.0,-6.148,46570.66,-6.701,-5.403,-5.435,-6.626,-7.105,-7.76,-8.259,-8.347
1290,0.57,39.42,145.66,-7.103,107735.16,-7.661,-6.39,-6.41,-7.573,-8.046,-8.688,-9.18,-9.268
1291,0.9,5.54,43.97,-2.319,1527.03,-2.818,-1.692,-1.67,-2.758,-3.201,-3.795,-4.234,-4.315
1292,0.69,36.1,175.0,-5.949,34199.69,-6.546,-5.086,-5.17,-6.461,-6.971,-7.671,-8.209,-8.302
1293,1.65,3.89,175.0,-7.477,151180.02,-8.052,-6.712,-6.75,-7.963,-8.445,-9.108,-9.617,-9.706
1294,1.72,1.23,64.17,-2.473,1720.93,-2.989,-1.798,-1.796,-2.927,-3.384,-3.999,-4.458,-4.542
1295,1.88,1.41,106.1,-4.555,12006.69,-5.07,-3.883,-3.882,-5.007,-5.463,-6.077,-6.536,-6.62
1296,0.6,20.99,83.46,-2.342,1361.13,-2.918,-1.456,-1.55,-2.85,-3.354,-4.04,-4.56,-4.651
1297,2.29,0.59,113.51,-3.128,3320.55,-3.705,-2.326,-2.376,-3.625,-4.121,-4.798,-5.316,-5.408
1298,0.6,13.06,52.52,-5.116,16909.75,-5.663,-4.364,-4.399,-5.594,-6.073,-6.724,-7.22,-7.307
1299,0.71,34.16,175.0,-9.128,714201.56,-9.678,-8.365,-8.407,-9.605,-10.084,-10.733,-11.233,-11.316
1300,1.85,2.48,175.0,-5.455,23731.81,-6.014,-4.669,-4.72,-5.941,-6.428,-7.091,-7.597,-7.686
1301,0.53,32.45,109.38,-3.022,2789.34,-3.535,-2.348,-2.351,-3.473,-3.928,-4.541,-5.001,-5.084
1302,1.36,3.34,76.13,-3.244,2855.47,-3.789,-2.454,-2.509,-3.727,-4.21,-4.864,-5.36,-5.447
1303,1.1,5.89,74.76,-5.74,31679.16,-6.294,-4.979,-5.017,-6.221,-6.703,-7.361,-7.861,-7.95
1304,0.66,10.22,46.22,-3.781,5371.48,-4.312,-3.065,-3.09,-4.245,-4.711,-5.344,-5.823,-5.909
1305,1.99,0.96,93.08,-3.367,3566.5,-3.898,-2.651,-2.666,-3.834,-4.302,-4.936,-5.414,-5.499
1306,1.08,4.94,59.12,-3.359,3676.71,-3.889,-2.636,-2.658,-3.826,-4.294,-4.928,-5.405,-5.491
1307,1.87,2.35,175.0,-5.928,38035.89,-6.485,-5.159,-5.201,-6.411,-6.895,-7.556,-8.058,-8.147
1308,0.92,16.21,135.3,-8.164,284218.44,-8.721,-7.392,-7.437,-8.643,-9.126,-9.788,-10.293,-10.381
1309,2.18,0.19,28.06,-2.536,2052.84,-3.058,-1.859,-1.854,-2.992,-3.453,-4.072,-4.535,-4.621
1310,2.26,0.97,175.0,-6.24,51062.27,-6.831,-5.57,-5.557,-6.706,-7.177,-7.82,-8.31,-8.398
1311,0.8,19.45,123.82,-5.552,29748.56,-6.081,-4.86,-4.868,-6.013,-6.477,-7.105,-7.579,-7.665
1312,2.33,0.82,175.0,-9.07,688897.0,-9.622,-8.317,-8.353,-9.547,-10.026,-10.674,-11.174,-11.257
1313,1.55,4.92,175.0,-7.971,239171.36,-8.525,-7.212,-7.25,-8.447,-8.925,-9.582,-10.084,-10.17
1314,1.04,16.05,175.0,-8.063,264009.78,-8.624,-7.326,-7.352,-8.534,-9.01,-9.661,-10.156,-10.242
1315,1.61,4.28,175.0,-9.943,1556742.12,-10.493,-9.224,-9.243,-10.403,-10.87,-11.511,-12.006,-12.086
1316,2.18,1.17,175.0,-7.767,201360.42,-8.324,-6.986,-7.034,-8.251,-8.734,-9.398,-9.907,-9.996
1317,1.07,9.7,115.1,-3.461,3830.27,-4.008,-2.7,-2.743,-3.938,-4.416,-5.067,-5.562,-5.649
1318,1.08,6.25,74.73,-3.201,3289.16,-3.723,-2.495,-2.516,-3.66,-4.123,-4.748,-5.218,-5.304
1319,0.72,33.24,175.0,-8.744,512019.75,-9.29,-8.003,-8.035,-9.216,-9.691,-10.336,-10.827,-10.912
1320,1.92,1.95,161.05,-5.455,23129.56,-6.033,-4.633,-4.699,-5.954,-6.453,-7.135,-7.658,-7.749
1321,1.44,3.23,88.21,-3.9,6603.5,-4.446,-3.158,-3.186,-4.377,-4.852,-5.498,-5.988,-6.075
1322,1.66,3.81,175.0,-9.295,860507.0,-9.843,-8.553,-8.584,-9.769,-10.242,-10.887,-11.384,-11.467
1323,1.76,3.03,175.0,-8.614,441872.41,-9.16,-7.856,-7.898,-9.089,-9.568,-10.22,-10.716,-10.801
1324,1.93,1.24,105.9,-3.377,3901.3,-3.912,-2.667,-2.681,-3.843,-4.312,-4.946,-5.426,-5.512
1325,1.16,12.11,175.0,-6.354,55232.04,-6.948,-5.67,-5.664,-6.82,-7.292,-7.934,-8.421,-8.508
1326,0.71,12.08,62.22,-2.602,1918.27,-3.115,-1.93,-1.929,-3.054,-3.51,-4.121,-4.577,-4.66
1327,1.03,16.34,175.0,-6.567,68116.46,-7.169,-5.854,-5.861,-7.044,-7.525,-8.181,-8.682,-8.772
1328,1.44,1.46,40.17,-4.143,6835.33,-4.666,-3.422,-3.451,-4.605,-5.07,-5.699,-6.171,-6.255
1329,0.8,18.82,119.27,-4.144,6619.88,-4.71,-3.338,-3.4,-4.636,-5.127,-5.798,-6.311,-6.401
1330,1.16,2.4,34.51,-2.654,1776.8,-3.151,-2.021,-2.018,-3.087,-3.528,-4.121,-4.565,-4.646
1331,1.15,9.37,132.88,-4.422,10472.84,-4.947,-3.726,-3.733,-4.883,-5.346,-5.971,-6.44,-6.525
1332,1.17,11.87,175.0,-7.993,234646.41,-8.562,-7.197,-7.252,-8.479,-8.968,-9.64,-10.155,-10.243
1333,2.46,0.61,175.0,-6.754,80345.32,-7.304,-5.998,-6.036,-7.232,-7.713,-8.363,-8.859,-8.948
1334,1.29,5.12,99.82,-6.72,75004.26,-7.299,-6.006,-6.017,-7.192,-7.667,-8.313,-8.805,-8.892
1335,1.99,1.21,118.27,-3.268,3334.65,-3.809,-2.504,-2.547,-3.745,-4.223,-4.871,-5.36,-5.447
1336,1.49,3.27,100.26,-4.947,14306.92,-5.502,-4.154,-4.209,-5.433,-5.919,-6.581,-7.084,-7.172
1337,1.92,1.51,125.13,-6.385,57334.91,-6.943,-5.611,-5.655,-6.87,-7.355,-8.017,-8.52,-8.609
1338,1.87,2.35,175.0,-8.978,608803.38,-9.533,-8.21,-8.254,-9.458,-9.94,-10.594,-11.096,-11.18
1339,1.56,1.11,40.17,-3.177,2827.03,-3.714,-2.418,-2.461,-3.651,-4.127,-4.771,-5.257,-5.344
1340,1.83,0.35,23.96,-2.06,1283.76,-2.551,-1.461,-1.428,-2.491,-2.927,-3.508,-3.936,-4.017
1341,2.41,0.69,175.0,-4.991,16974.86,-5.532,-4.268,-4.289,-5.461,-5.934,-6.576,-7.063,-7.15
1342,1.82,2.66,175.0,-8.591,432255.81,-9.147,-7.847,-7.88,-9.066,-9.544,-10.195,-10.692,-10.777
1343,0.72,7.82,41.41,-3.157,3057.49,-3.72,-2.344,-2.404,-3.649,-4.141,-4.81,-5.319,-5.409
1344,2.2,1.09,175.0,-5.803,33773.02,-6.408,-5.209,-5.16,-6.244,-6.694,-7.303,-7.762,-7.845
1345,1.92,1.69,141.37,-3.778,6562.66,-4.289,-3.133,-3.118,-4.224,-4.674,-5.279,-5.73,-5.814
1346,1.18,11.56,175.0,-8.763,495713.69,-9.327,-8.009,-8.046,-9.242,-9.723,-10.379,-10.882,-10.967
1347,0.65,17.09,76.26,-2.674,1774.67,-3.196,-1.959,-1.98,-3.136,-3.601,-4.229,-4.701,-4.784
1348,1.91,2.16,175.0,-9.467,975491.94,-10.025,-8.718,-8.751,-9.943,-10.416,-11.064,-11.563,-11.645
1349,1.25,9.86,175.0,-6.975,94601.33,-7.534,-6.187,-6.24,-7.462,-7.95,-8.61,-9.116,-9.205
1350,1.14,6.78,92.55,-2.667,2058.74,-3.202,-1.93,-1.958,-3.137,-3.61,-4.248,-4.729,-4.816
1351,1.1,10.23,130.11,-3.972,6843.97,-4.479,-3.314,-3.308,-4.419,-4.87,-5.476,-5.927,-6.01
1352,2.35,0.19,42.08,-4.618,10851.72,-5.157,-3.865,-3.902,-5.092,-5.567,-6.212,-6.7,-6.786
1353,0.8,27.68,175.0,-9.364,887035.5,-9.925,-8.621,-8.652,-9.84,-10.313,-10.96,-11.46,-11.542
1354,0.94,20.24,175.0,-7.578,168336.98,-8.15,-6.811,-6.848,-8.063,-8.544,-9.207,-9.715,-9.805
1355,0.59,45.1,175.0,-8.761,505095.34,-9.318,-8.011,-8.046,-9.237,-9.716,-10.367,-10.866,-10.95
1356,0.82,24.01,158.33,-5.824,33616.77,-6.398,-5.021,-5.076,-6.319,-6.814,-7.491,-8.01,-8.1
1357,0.93,5.71,48.25,-3.434,4300.93,-3.92,-2.841,-2.813,-3.859,-4.291,-4.866,-5.291,-5.37
1358,1.49,1.82,55.83,-3.763,5134.37,-4.26,-3.126,-3.121,-4.199,-4.641,-5.236,-5.679,-5.76
1359,2.14,1.27,175.0,-8.234,296776.75,-8.795,-7.443,-7.498,-8.719,-9.205,-9.874,-10.385,-10.472
1360,0.75,31.32,175.0,-8.947,608152.25,-9.492,-8.195,-8.234,-9.421,-9.898,-10.544,-11.041,-11.124
1361,1.36,2.75,62.78,-2.684,1992.52,-3.19,-2.031,-2.027,-3.128,-3.577,-4.18,-4.631,-4.713
1362,0.74,23.75,129.26,-3.502,4374.12,-4.033,-2.789,-2.813,-3.965,-4.432,-5.065,-5.543,-5.63
1363,2.11,0.47,60.25,-5.156,18512.74,-5.705,-4.388,-4.434,-5.635,-6.116,-6.769,-7.266,-7.354
1364,1.67,3.71,175.0,-5.911,36452.66,-6.464,-5.143,-5.187,-6.393,-6.875,-7.532,-8.031,-8.119
1365,0.86,23.98,175.0,-8.384,347574.59,-8.944,-7.63,-7.668,-8.862,-9.342,-10.001,-10.501,-10.588
1366,1.23,3.12,53.03,-2.299,1290.71,-2.84,-1.537,-1.577,-2.776,-3.253,-3.9,-4.39,-4.476
